Group,Logged,Name,Source,Rate / True rate,Timeout,Default Value,Condition,Pretrigger,Telemetry,Datatype,Description
C50,TRUE,C50_batteryVoltage,DDU7,20 ms,,,,,None,,,
C50,TRUE,C50_ecuCoreTemp,DDU7,1 s,,,,,None,,,
C50,FALSE,C50_markSwitch,DDU7,1 s,,,,,None,,,
C50,FALSE,C50_TCSet,DDU7,1 s,,,,,None,,,
C50,FALSE,Speed_dist_dls,DDU7,1 s,,,,,None,,,
